,year,Country,received,donated,total
383,1997,Estonia,8307811.0,0.0,8307811.0
276,1992,Lithuania,8257205.0,0.0,8257205.0
504,2002,Estonia,8104097.0,94211.0,8198308.0
395,1997,Slovenia,7858148.0,0.0,7858148.0
519,2002,Slovenia,7663650.0,0.0,7663650.0
350,1995,Slovenia,7405043.0,0.0,7405043.0
348,1995,Saudi Arabia,7397882.0,0.0,7397882.0
184,1986,Poland,7204596.0,0.0,7204596.0
319,1994,Kuwait,6860796.0,0.0,6860796.0
544,2003,Slovenia,6291746.0,0.0,6291746.0
253,1991,Ireland,6065209.0,0.0,6065209.0
21,1975,Cyprus,5864941.0,0.0,5864941.0
325,1994,Saudi Arabia,5682814.0,0.0,5682814.0
262,1991,Taiwan,5446049.0,0.0,5446049.0
450,2000,Cyprus,5189473.0,0.0,5189473.0
225,1989,Romania,5092048.0,0.0,5092048.0
489,2001,Saudi Arabia,5047242.0,0.0,5047242.0
42,1978,Chile,4418418.0,0.0,4418418.0
77,1980,Portugal,4136160.0,0.0,4136160.0
483,2001,Kuwait,4044688.0,1219994.0,5264682.0
341,1995,Korea,3947605.0,0.0,3947605.0
40,1977,United Arab Emirates,3599299.0,0.0,3599299.0
98,1981,Italy,3585196.0,0.0,3585196.0
573,2004,United Arab Emirates,3451690.0,0.0,3451690.0
273,1992,Korea,3337566.0,0.0,3337566.0
296,1993,Korea,3157283.0,0.0,3157283.0
509,2002,Kuwait,3038480.0,0.0,3038480.0
224,1989,Qatar,2949100.0,0.0,2949100.0
259,1991,Romania,2904763.0,0.0,2904763.0
329,1994,Taiwan,2655902.0,45628882.0,48284784.0
517,2002,Saudi Arabia,2651835.0,0.0,2651835.0
305,1993,Slovenia,2609520.0,0.0,2609520.0
114,1982,Australia,2599450.0,10458375.0,13057825.0
33,1977,Chile,2568149.0,0.0,2568149.0
352,1995,Taiwan,2561779.0,0.0,2561779.0
209,1988,Portugal,2538321.0,0.0,2538321.0
397,1997,Taiwan,2454079.0,0.0,2454079.0
371,1996,Saudi Arabia,2409008.0,0.0,2409008.0
549,2003,United Arab Emirates,2325618.0,0.0,2325618.0
495,2001,United Arab Emirates,2140111.0,0.0,2140111.0
393,1997,Saudi Arabia,2120366.0,0.0,2120366.0
561,2004,Kuwait,2097489.0,0.0,2097489.0
216,1989,Canada,1961661.0,95861356.0,97823017.0
156,1984,Portugal,1826510.0,0.0,1826510.0
112,1981,United Arab Emirates,1813286.0,0.0,1813286.0
524,2002,United Arab Emirates,1783343.0,0.0,1783343.0
354,1995,United Arab Emirates,1579978.0,0.0,1579978.0
220,1989,Hungary,1482250.0,0.0,1482250.0
565,2004,Qatar,1458916.0,0.0,1458916.0
416,1998,Saudi Arabia,1348961.0,0.0,1348961.0
323,1994,Qatar,1252342.0,0.0,1252342.0
336,1995,Cyprus,1233692.0,0.0,1233692.0
377,1996,United Arab Emirates,1038083.0,0.0,1038083.0
399,1997,United Arab Emirates,1002901.0,0.0,1002901.0
249,1991,Estonia,990684.0,0.0,990684.0
458,2000,Kuwait,959746.0,0.0,959746.0
131,1982,United Arab Emirates,936588.0,0.0,936588.0
420,1998,Taiwan,876129.0,0.0,876129.0
434,1999,Kuwait,868779.0,0.0,868779.0
369,1996,Qatar,836714.0,0.0,836714.0
536,2003,Kuwait,819946.0,0.0,819946.0
487,2001,Qatar,771977.0,0.0,771977.0
410,1998,Kuwait,733164.0,1107033.0,1840197.0
462,2000,Qatar,673904.0,0.0,673904.0
122,1982,Italy,663971.0,0.0,663971.0
471,2000,United Arab Emirates,628944.0,0.0,628944.0
47,1978,Saudi Arabia,622892.0,251262679.0,251885571.0
365,1996,Kuwait,612124.0,21381183.0,21993307.0
144,1983,United Arab Emirates,598545.0,0.0,598545.0
446,1999,United Arab Emirates,595520.0,0.0,595520.0
414,1998,Qatar,582329.0,0.0,582329.0
404,1998,Cyprus,563689.0,0.0,563689.0
233,1990,Czech Republic,549039.0,0.0,549039.0
239,1990,Latvia,543060.0,0.0,543060.0
387,1997,Kuwait,530951.0,0.0,530951.0
170,1985,Kuwait,524410.0,0.0,524410.0
160,1984,United Arab Emirates,505928.0,0.0,505928.0
438,1999,Qatar,491169.0,0.0,491169.0
422,1998,United Arab Emirates,461121.0,0.0,461121.0
257,1991,Lithuania,455029.0,0.0,455029.0
256,1991,Latvia,398476.0,0.0,398476.0
637,2010,Saudi Arabia,352548.0,0.0,352548.0
618,2008,Saudi Arabia,348667.0,0.0,348667.0
346,1995,Qatar,346430.0,0.0,346430.0
627,2009,Saudi Arabia,327156.0,0.0,327156.0
6,1973,Kuwait,325483.0,0.0,325483.0
540,2003,Qatar,324759.0,0.0,324759.0
241,1990,Romania,299897.0,0.0,299897.0
644,2011,Saudi Arabia,282125.0,0.0,282125.0
581,2005,Romania,278521.0,0.0,278521.0
515,2002,Qatar,220245.0,0.0,220245.0
468,2000,Switzerland,184816.0,129146680.0,129331496.0
84,1980,United Arab Emirates,174742.0,0.0,174742.0
87,1981,Austria,163916.0,53422527.0,53586443.0
38,1977,Taiwan,163198.0,0.0,163198.0
574,2005,Austria,127534.0,17870615.0,17998149.0
636,2010,Japan,124673.0,3428196179.0,3428320852.0
16,1974,Taiwan,115048.0,0.0,115048.0
616,2008,Portugal,113058.0,2596175.0,2709233.0
212,1988,South Africa,110849.0,0.0,110849.0
619,2008,Slovenia,105521.0,0.0,105521.0
605,2007,Slovenia,105426.0,0.0,105426.0
584,2005,Switzerland,97503.0,70896849.0,70994352.0
603,2007,Romania,97380.0,0.0,97380.0
456,2000,Italy,92408.0,34877961.0,34970369.0
101,1981,Kuwait,78425.0,298564124.0,298642549.0
592,2006,Slovenia,74572.0,0.0,74572.0
589,2006,Finland,73670.0,25456746.0,25530416.0
126,1982,Poland,70326.0,0.0,70326.0
615,2008,Liechtenstein,66713.0,138191.0,204904.0
7,1973,Saudi Arabia,65097.0,0.0,65097.0
9,1973,United Arab Emirates,65097.0,0.0,65097.0
140,1983,Poland,63282.0,0.0,63282.0
355,1996,Austria,56293.0,31485810.0,31542103.0
610,2008,Canada,55468.0,75865089.0,75920557.0
602,2007,Poland,54102.0,0.0,54102.0
580,2005,Liechtenstein,51947.0,494415.0,546362.0
578,2005,Czech Republic,46801.0,119901.0,166702.0
44,1978,Cyprus,46647.0,0.0,46647.0
534,2003,Italy,35589.0,15582599.0,15618188.0
104,1981,Poland,35410.0,0.0,35410.0
557,2004,Germany,31462.0,757859065.0,757890527.0
599,2007,Germany,28702.0,977570017.0,977598719.0
521,2002,Switzerland,24996.0,127936461.0,127961457.0
600,2007,Hungary,21733.0,2747.0,24480.0
546,2003,Switzerland,19468.0,65840038.0,65859506.0
629,2009,Taiwan,14202.0,327156.0,341358.0
634,2010,Hungary,14132.0,0.0,14132.0
617,2008,Romania,12192.0,0.0,12192.0
511,2002,Liechtenstein,10053.0,147592.0,157645.0
613,2008,France,8227.0,246968178.0,246976405.0
525,2002,United States,4920.0,4549559432.0,4549564352.0
598,2007,Cyprus,4469.0,0.0,4469.0
238,1990,Kuwait,1568.0,0.0,1568.0
550,2004,Austria,1508.0,46228250.0,46229758.0
622,2008,United States,1019.0,1715190276.0,1715191295.0
1360,2013,Japan,0.0,2641200097.0,2641200097.0
1355,2013,Germany,0.0,1582596672.0,1582596672.0
1354,2013,France,0.0,1247092339.0,1247092339.0
1374,2013,United States,0.0,1059333467.0,1059333467.0
1373,2013,United Kingdom,0.0,490448080.0,490448080.0
1361,2013,Korea,0.0,397323332.0,397323332.0
1365,2013,Norway,0.0,295017276.0,295017276.0
1371,2013,Sweden,0.0,82270421.0,82270421.0
1372,2013,Switzerland,0.0,74744897.0,74744897.0
1349,2013,Belgium,0.0,68317348.0,68317348.0
1347,2013,Australia,0.0,67265056.0,67265056.0
1370,2013,Spain,0.0,55835945.0,55835945.0
1350,2013,Canada,0.0,54784201.0,54784201.0
1359,2013,Italy,0.0,23679747.0,23679747.0
1353,2013,Finland,0.0,13933712.0,13933712.0
1358,2013,Ireland,0.0,11285184.0,11285184.0
1363,2013,Netherlands,0.0,11055065.0,11055065.0
1362,2013,Luxembourg,0.0,7645306.0,7645306.0
1348,2013,Austria,0.0,7169039.0,7169039.0
1367,2013,Portugal,0.0,6629414.0,6629414.0
1352,2013,Denmark,0.0,4941770.0,4941770.0
1364,2013,New Zealand,0.0,1938330.0,1938330.0
1366,2013,Poland,0.0,403184.0,403184.0
1356,2013,Greece,0.0,222131.0,222131.0
1357,2013,Iceland,0.0,133418.0,133418.0
1351,2013,Czech Republic,0.0,123152.0,123152.0
1368,2013,Slovak Republic,0.0,41147.0,41147.0
1369,2013,Slovenia,0.0,14308.0,14308.0
1334,2012,Japan,0.0,4256445621.0,4256445621.0
1328,2012,France,0.0,1857862442.0,1857862442.0
1329,2012,Germany,0.0,1519377935.0,1519377935.0
1346,2012,United States,0.0,1093496899.0,1093496899.0
1345,2012,United Kingdom,0.0,386497679.0,386497679.0
1339,2012,Norway,0.0,262015590.0,262015590.0
1324,2012,Canada,0.0,59322273.0,59322273.0
1321,2012,Australia,0.0,55649016.0,55649016.0
1341,2012,Spain,0.0,55560499.0,55560499.0
1342,2012,Sweden,0.0,42966784.0,42966784.0
1343,2012,Switzerland,0.0,41783411.0,41783411.0
1323,2012,Belgium,0.0,35767940.0,35767940.0
1333,2012,Italy,0.0,23960216.0,23960216.0
1335,2012,Korea,0.0,16780372.0,16780372.0
1326,2012,Denmark,0.0,14988225.0,14988225.0
1332,2012,Ireland,0.0,14021437.0,14021437.0
1337,2012,Netherlands,0.0,11311438.0,11311438.0
1322,2012,Austria,0.0,9369281.0,9369281.0
1336,2012,Luxembourg,0.0,8502699.0,8502699.0
1327,2012,Finland,0.0,7911710.0,7911710.0
1340,2012,Portugal,0.0,7736231.0,7736231.0
1338,2012,New Zealand,0.0,1722664.0,1722664.0
1330,2012,Greece,0.0,1220624.0,1220624.0
1344,2012,United Arab Emirates,0.0,1025431.0,1025431.0
1325,2012,Czech Republic,0.0,165238.0,165238.0
1331,2012,Iceland,0.0,39083.0,39083.0
1307,2011,Japan,0.0,2635586602.0,2635586602.0
1303,2011,Germany,0.0,1400378605.0,1400378605.0
1320,2011,United States,0.0,1158991620.0,1158991620.0
1302,2011,France,0.0,385580197.0,385580197.0
1312,2011,Norway,0.0,268584661.0,268584661.0
1319,2011,United Kingdom,0.0,238230871.0,238230871.0
1314,2011,Spain,0.0,100140152.0,100140152.0
1315,2011,Sweden,0.0,57386226.0,57386226.0
1298,2011,Canada,0.0,49798170.0,49798170.0
1306,2011,Italy,0.0,49349085.0,49349085.0
1297,2011,Belgium,0.0,47828984.0,47828984.0
1295,2011,Australia,0.0,41545539.0,41545539.0
1316,2011,Switzerland,0.0,39344798.0,39344798.0
1301,2011,Finland,0.0,34660814.0,34660814.0
1300,2011,Denmark,0.0,33654018.0,33654018.0
1310,2011,Netherlands,0.0,19530662.0,19530662.0
1305,2011,Ireland,0.0,16164777.0,16164777.0
1308,2011,Korea,0.0,11082508.0,11082508.0
1309,2011,Luxembourg,0.0,9920871.0,9920871.0
1313,2011,Portugal,0.0,9036429.0,9036429.0
1296,2011,Austria,0.0,5945013.0,5945013.0
1311,2011,New Zealand,0.0,3623798.0,3623798.0
1304,2011,Greece,0.0,1740617.0,1740617.0
1318,2011,United Arab Emirates,0.0,590706.0,590706.0
1317,2011,Taiwan,0.0,282125.0,282125.0
1299,2011,Czech Republic,0.0,164099.0,164099.0
1294,2010,United States,0.0,1517053044.0,1517053044.0
1276,2010,Germany,0.0,866568253.0,866568253.0
1275,2010,France,0.0,479271279.0,479271279.0
1293,2010,United Kingdom,0.0,435982774.0,435982774.0
1284,2010,Norway,0.0,323665853.0,323665853.0
1288,2010,Spain,0.0,128037041.0,128037041.0
1289,2010,Sweden,0.0,94790240.0,94790240.0
1272,2010,Canada,0.0,66543586.0,66543586.0
1282,2010,Netherlands,0.0,55471821.0,55471821.0
1290,2010,Switzerland,0.0,53676771.0,53676771.0
1271,2010,Belgium,0.0,41446751.0,41446751.0
1279,2010,Italy,0.0,40421158.0,40421158.0
1269,2010,Australia,0.0,32806019.0,32806019.0
1273,2010,Denmark,0.0,21438651.0,21438651.0
1274,2010,Finland,0.0,20238960.0,20238960.0
1278,2010,Ireland,0.0,15971582.0,15971582.0
1280,2010,Korea,0.0,9946450.0,9946450.0
1281,2010,Luxembourg,0.0,9812280.0,9812280.0
1285,2010,Portugal,0.0,9121622.0,9121622.0
1270,2010,Austria,0.0,8224524.0,8224524.0
1283,2010,New Zealand,0.0,3518946.0,3518946.0
1277,2010,Greece,0.0,2151692.0,2151692.0
1292,2010,United Arab Emirates,0.0,1109303.0,1109303.0
1291,2010,Taiwan,0.0,287807.0,287807.0
1287,2010,Slovenia,0.0,135720.0,135720.0
1286,2010,Slovak Republic,0.0,14132.0,14132.0
1256,2009,Japan,0.0,2645297987.0,2645297987.0
1268,2009,United States,0.0,1695864746.0,1695864746.0
1252,2009,Germany,0.0,1270803240.0,1270803240.0
1267,2009,United Kingdom,0.0,979674038.0,979674038.0
1251,2009,France,0.0,443827383.0,443827383.0
1264,2009,Spain,0.0,238613474.0,238613474.0
1261,2009,Norway,0.0,237828698.0,237828698.0
1257,2009,Korea,0.0,168844005.0,168844005.0
1259,2009,Netherlands,0.0,107803997.0,107803997.0
1265,2009,Sweden,0.0,76554392.0,76554392.0
1247,2009,Canada,0.0,74116591.0,74116591.0
1250,2009,Finland,0.0,64703548.0,64703548.0
1255,2009,Italy,0.0,53936210.0,53936210.0
1266,2009,Switzerland,0.0,53471939.0,53471939.0
1246,2009,Belgium,0.0,42809116.0,42809116.0
1254,2009,Ireland,0.0,21707708.0,21707708.0
1244,2009,Australia,0.0,17680084.0,17680084.0
1258,2009,Luxembourg,0.0,9324881.0,9324881.0
1245,2009,Austria,0.0,7871776.0,7871776.0
1249,2009,Denmark,0.0,6819444.0,6819444.0
1260,2009,New Zealand,0.0,4720299.0,4720299.0
1262,2009,Portugal,0.0,2079818.0,2079818.0
1253,2009,Greece,0.0,2070017.0,2070017.0
1248,2009,Czech Republic,0.0,397563.0,397563.0
1263,2009,Slovak Republic,0.0,14202.0,14202.0
1232,2008,Japan,0.0,4531094069.0,4531094069.0
1227,2008,Germany,0.0,1168597647.0,1168597647.0
1243,2008,United Kingdom,0.0,788164298.0,788164298.0
1239,2008,Spain,0.0,152422527.0,152422527.0
1236,2008,Netherlands,0.0,69615673.0,69615673.0
1238,2008,Norway,0.0,58648457.0,58648457.0
1233,2008,Korea,0.0,57406444.0,57406444.0
1223,2008,Belgium,0.0,53059381.0,53059381.0
1240,2008,Sweden,0.0,40720968.0,40720968.0
1241,2008,Switzerland,0.0,39324550.0,39324550.0
1226,2008,Finland,0.0,39238852.0,39238852.0
1231,2008,Italy,0.0,38676392.0,38676392.0
1230,2008,Ireland,0.0,34965187.0,34965187.0
1221,2008,Australia,0.0,18754564.0,18754564.0
1225,2008,Denmark,0.0,16290834.0,16290834.0
1234,2008,Luxembourg,0.0,9669591.0,9669591.0
1222,2008,Austria,0.0,6949094.0,6949094.0
1237,2008,New Zealand,0.0,4836516.0,4836516.0
1228,2008,Greece,0.0,2542149.0,2542149.0
1235,2008,Monaco,0.0,557753.0,557753.0
1242,2008,Taiwan,0.0,348667.0,348667.0
1224,2008,Czech Republic,0.0,230219.0,230219.0
1229,2008,Hungary,0.0,67660.0,67660.0
1206,2007,Japan,0.0,3544215397.0,3544215397.0
1220,2007,United Kingdom,0.0,1019400656.0,1019400656.0
1202,2007,France,0.0,401771684.0,401771684.0
1207,2007,Korea,0.0,305841026.0,305841026.0
1211,2007,Netherlands,0.0,121033675.0,121033675.0
1216,2007,Spain,0.0,118856065.0,118856065.0
1213,2007,Norway,0.0,116693404.0,116693404.0
1215,2007,Qatar,0.0,104519053.0,104519053.0
1199,2007,Canada,0.0,62686742.0,62686742.0
1218,2007,Switzerland,0.0,51309531.0,51309531.0
1217,2007,Sweden,0.0,45890520.0,45890520.0
1205,2007,Italy,0.0,33580751.0,33580751.0
1198,2007,Belgium,0.0,33187081.0,33187081.0
1204,2007,Ireland,0.0,28202952.0,28202952.0
1200,2007,Denmark,0.0,21329239.0,21329239.0
1201,2007,Finland,0.0,19522990.0,19522990.0
1196,2007,Australia,0.0,13864351.0,13864351.0
1197,2007,Austria,0.0,11550522.0,11550522.0
1209,2007,Luxembourg,0.0,8883735.0,8883735.0
1214,2007,Portugal,0.0,4973178.0,4973178.0
1212,2007,New Zealand,0.0,4179628.0,4179628.0
1203,2007,Greece,0.0,3082200.0,3082200.0
1219,2007,Taiwan,0.0,375139.0,375139.0
1210,2007,Monaco,0.0,264319.0,264319.0
1208,2007,Liechtenstein,0.0,199170.0,199170.0
1181,2006,Japan,0.0,2542330417.0,2542330417.0
1195,2006,United States,0.0,1935937419.0,1935937419.0
1194,2006,United Kingdom,0.0,800914880.0,800914880.0
1177,2006,Germany,0.0,664320505.0,664320505.0
1176,2006,France,0.0,464260209.0,464260209.0
1182,2006,Korea,0.0,331823583.0,331823583.0
1188,2006,Norway,0.0,324841794.0,324841794.0
1190,2006,Spain,0.0,102707597.0,102707597.0
1186,2006,Netherlands,0.0,98616009.0,98616009.0
1173,2006,Canada,0.0,60308595.0,60308595.0
1172,2006,Belgium,0.0,58458568.0,58458568.0
1191,2006,Sweden,0.0,48832575.0,48832575.0
1192,2006,Switzerland,0.0,43757262.0,43757262.0
1179,2006,Ireland,0.0,28942598.0,28942598.0
1180,2006,Italy,0.0,28923679.0,28923679.0
1170,2006,Australia,0.0,27058214.0,27058214.0
1175,2006,Denmark,0.0,10170167.0,10170167.0
1184,2006,Luxembourg,0.0,9045047.0,9045047.0
1171,2006,Austria,0.0,8003253.0,8003253.0
1193,2006,Taiwan,0.0,6324571.0,6324571.0
1187,2006,New Zealand,0.0,4390620.0,4390620.0
1178,2006,Greece,0.0,2803352.0,2803352.0
1189,2006,Portugal,0.0,2556983.0,2556983.0
1174,2006,Czech Republic,0.0,918070.0,918070.0
1183,2006,Liechtenstein,0.0,121077.0,121077.0
1185,2006,Monaco,0.0,119315.0,119315.0
1159,2005,Japan,0.0,2566817614.0,2566817614.0
1169,2005,United States,0.0,1350566958.0,1350566958.0
1154,2005,Germany,0.0,846945037.0,846945037.0
1168,2005,United Kingdom,0.0,822343669.0,822343669.0
1153,2005,France,0.0,275332592.0,275332592.0
1161,2005,Netherlands,0.0,233003711.0,233003711.0
1151,2005,Denmark,0.0,125145775.0,125145775.0
1167,2005,Sweden,0.0,89823816.0,89823816.0
1163,2005,Norway,0.0,83655835.0,83655835.0
1166,2005,Spain,0.0,81547019.0,81547019.0
1158,2005,Italy,0.0,69732388.0,69732388.0
1149,2005,Canada,0.0,66617166.0,66617166.0
1152,2005,Finland,0.0,50908114.0,50908114.0
1148,2005,Belgium,0.0,48285276.0,48285276.0
1147,2005,Australia,0.0,28927690.0,28927690.0
1157,2005,Ireland,0.0,28639372.0,28639372.0
1160,2005,Luxembourg,0.0,13121625.0,13121625.0
1162,2005,New Zealand,0.0,5156674.0,5156674.0
1155,2005,Greece,0.0,3084323.0,3084323.0
1164,2005,Portugal,0.0,2827761.0,2827761.0
1165,2005,Slovak Republic,0.0,326093.0,326093.0
1156,2005,Hungary,0.0,254145.0,254145.0
1150,2005,Cyprus,0.0,5599.0,5599.0
1135,2004,Japan,0.0,2545515962.0,2545515962.0
1146,2004,United States,0.0,1328167876.0,1328167876.0
1145,2004,United Kingdom,0.0,879595860.0,879595860.0
1131,2004,France,0.0,596317633.0,596317633.0
1128,2004,Canada,0.0,172189837.0,172189837.0
1138,2004,Netherlands,0.0,91745692.0,91745692.0
1134,2004,Italy,0.0,65385193.0,65385193.0
1142,2004,Spain,0.0,62843645.0,62843645.0
1144,2004,Switzerland,0.0,61749696.0,61749696.0
1143,2004,Sweden,0.0,58723484.0,58723484.0
1127,2004,Belgium,0.0,52561101.0,52561101.0
1140,2004,Norway,0.0,41531404.0,41531404.0
1129,2004,Denmark,0.0,25482007.0,25482007.0
1133,2004,Ireland,0.0,23980282.0,23980282.0
1130,2004,Finland,0.0,23784055.0,23784055.0
1126,2004,Australia,0.0,17256770.0,17256770.0
1137,2004,Luxembourg,0.0,10034092.0,10034092.0
1139,2004,New Zealand,0.0,5342910.0,5342910.0
1141,2004,Portugal,0.0,2805269.0,2805269.0
1132,2004,Greece,0.0,875060.0,875060.0
1136,2004,Liechtenstein,0.0,216815.0,216815.0
1115,2003,Japan,0.0,2147321397.0,2147321397.0
1125,2003,United States,0.0,1258474359.0,1258474359.0
1124,2003,United Kingdom,0.0,838243526.0,838243526.0
1112,2003,Germany,0.0,717917759.0,717917759.0
1111,2003,France,0.0,507020648.0,507020648.0
1118,2003,Netherlands,0.0,212985661.0,212985661.0
1108,2003,Canada,0.0,154336187.0,154336187.0
1122,2003,Spain,0.0,134313618.0,134313618.0
1123,2003,Sweden,0.0,109071656.0,109071656.0
1105,2003,Australia,0.0,94571888.0,94571888.0
1107,2003,Belgium,0.0,58875247.0,58875247.0
1106,2003,Austria,0.0,57940744.0,57940744.0
1109,2003,Denmark,0.0,57028037.0,57028037.0
1120,2003,Norway,0.0,38448603.0,38448603.0
1114,2003,Ireland,0.0,27083746.0,27083746.0
1110,2003,Finland,0.0,19462895.0,19462895.0
1113,2003,Greece,0.0,9823209.0,9823209.0
1119,2003,New Zealand,0.0,5429394.0,5429394.0
1121,2003,Portugal,0.0,1051124.0,1051124.0
1117,2003,Luxembourg,0.0,830472.0,830472.0
1116,2003,Liechtenstein,0.0,544967.0,544967.0
1097,2002,Japan,0.0,2561928262.0,2561928262.0
1094,2002,Germany,0.0,744664103.0,744664103.0
1104,2002,United Kingdom,0.0,650113998.0,650113998.0
1093,2002,France,0.0,534709591.0,534709591.0
1098,2002,Netherlands,0.0,452558367.0,452558367.0
1091,2002,Denmark,0.0,91324907.0,91324907.0
1102,2002,Spain,0.0,76217540.0,76217540.0
1100,2002,Norway,0.0,73856084.0,73856084.0
1090,2002,Belgium,0.0,63495593.0,63495593.0
1103,2002,Sweden,0.0,48750953.0,48750953.0
1092,2002,Finland,0.0,35865984.0,35865984.0
1096,2002,Italy,0.0,31576918.0,31576918.0
1101,2002,Portugal,0.0,7394633.0,7394633.0
1099,2002,New Zealand,0.0,3965321.0,3965321.0
1095,2002,Greece,0.0,3051811.0,3051811.0
1089,2001,United States,0.0,4136147099.0,4136147099.0
1079,2001,Japan,0.0,1017504389.0,1017504389.0
1077,2001,Germany,0.0,891724108.0,891724108.0
1088,2001,United Kingdom,0.0,687651442.0,687651442.0
1076,2001,France,0.0,621418995.0,621418995.0
1082,2001,Netherlands,0.0,416890876.0,416890876.0
1073,2001,Canada,0.0,349119993.0,349119993.0
1083,2001,Norway,0.0,209376138.0,209376138.0
1071,2001,Australia,0.0,99427776.0,99427776.0
1086,2001,Sweden,0.0,95729319.0,95729319.0
1087,2001,Switzerland,0.0,93682742.0,93682742.0
1074,2001,Denmark,0.0,77063923.0,77063923.0
1085,2001,Spain,0.0,71240556.0,71240556.0
1078,2001,Italy,0.0,61884442.0,61884442.0
1072,2001,Belgium,0.0,31859079.0,31859079.0
1075,2001,Finland,0.0,17586870.0,17586870.0
1081,2001,Luxembourg,0.0,4867259.0,4867259.0
1084,2001,Portugal,0.0,4477740.0,4477740.0
1080,2001,Liechtenstein,0.0,264468.0,264468.0
1070,2000,United States,0.0,6008166308.0,6008166308.0
1062,2000,Japan,0.0,1310812373.0,1310812373.0
1069,2000,United Kingdom,0.0,725259608.0,725259608.0
1060,2000,France,0.0,526519855.0,526519855.0
1057,2000,Canada,0.0,356912625.0,356912625.0
1061,2000,Germany,0.0,350983095.0,350983095.0
1065,2000,Norway,0.0,127714893.0,127714893.0
1054,2000,Australia,0.0,115957719.0,115957719.0
1064,2000,Netherlands,0.0,106331706.0,106331706.0
1068,2000,Sweden,0.0,68464897.0,68464897.0
1067,2000,Spain,0.0,59684269.0,59684269.0
1055,2000,Austria,0.0,41623882.0,41623882.0
1058,2000,Denmark,0.0,37463179.0,37463179.0
1056,2000,Belgium,0.0,32342289.0,32342289.0
1059,2000,Finland,0.0,23911436.0,23911436.0
1066,2000,Portugal,0.0,2738129.0,2738129.0
1063,2000,Liechtenstein,0.0,380208.0,380208.0
1053,1999,United States,0.0,7962084321.0,7962084321.0
1052,1999,United Kingdom,0.0,847273116.0,847273116.0
1044,1999,Germany,0.0,530422355.0,530422355.0
1040,1999,Canada,0.0,434102951.0,434102951.0
1043,1999,France,0.0,195502185.0,195502185.0
1050,1999,Sweden,0.0,121378837.0,121378837.0
1051,1999,Switzerland,0.0,104482040.0,104482040.0
1047,1999,Norway,0.0,92238378.0,92238378.0
1037,1999,Australia,0.0,87775767.0,87775767.0
1049,1999,Spain,0.0,79380361.0,79380361.0
1041,1999,Denmark,0.0,75309242.0,75309242.0
1046,1999,Netherlands,0.0,55292716.0,55292716.0
1039,1999,Belgium,0.0,30505209.0,30505209.0
1038,1999,Austria,0.0,27735866.0,27735866.0
1045,1999,Italy,0.0,23505452.0,23505452.0
1042,1999,Finland,0.0,17111953.0,17111953.0
1048,1999,Portugal,0.0,2099809.0,2099809.0
1027,1998,Japan,0.0,4486462107.0,4486462107.0
1036,1998,United States,0.0,2460766389.0,2460766389.0
1035,1998,United Kingdom,0.0,703712023.0,703712023.0
1021,1998,Canada,0.0,385748294.0,385748294.0
1025,1998,Germany,0.0,323280491.0,323280491.0
1024,1998,France,0.0,218643543.0,218643543.0
1029,1998,Netherlands,0.0,127981057.0,127981057.0
1033,1998,Sweden,0.0,117646650.0,117646650.0
1034,1998,Switzerland,0.0,70204297.0,70204297.0
1030,1998,Norway,0.0,57457846.0,57457846.0
1032,1998,Spain,0.0,56295291.0,56295291.0
1020,1998,Belgium,0.0,25116690.0,25116690.0
1026,1998,Italy,0.0,24433295.0,24433295.0
1019,1998,Austria,0.0,17433736.0,17433736.0
1022,1998,Denmark,0.0,15650457.0,15650457.0
1023,1998,Finland,0.0,10099793.0,10099793.0
1031,1998,Portugal,0.0,100751.0,100751.0
1028,1998,Liechtenstein,0.0,98845.0,98845.0
1009,1997,Japan,0.0,10777668538.0,10777668538.0
1018,1997,United States,0.0,3423306503.0,3423306503.0
1007,1997,Germany,0.0,782428714.0,782428714.0
1017,1997,United Kingdom,0.0,734365792.0,734365792.0
1006,1997,France,0.0,181377579.0,181377579.0
1011,1997,Netherlands,0.0,166669840.0,166669840.0
1015,1997,Sweden,0.0,126686840.0,126686840.0
1003,1997,Canada,0.0,114731583.0,114731583.0
1016,1997,Switzerland,0.0,101719058.0,101719058.0
1000,1997,Australia,0.0,99085271.0,99085271.0
1004,1997,Denmark,0.0,79381953.0,79381953.0
1012,1997,Norway,0.0,71998190.0,71998190.0
1014,1997,Spain,0.0,61562728.0,61562728.0
1002,1997,Belgium,0.0,35402467.0,35402467.0
1005,1997,Finland,0.0,28181494.0,28181494.0
1001,1997,Austria,0.0,18810672.0,18810672.0
1008,1997,Italy,0.0,11342151.0,11342151.0
1013,1997,Portugal,0.0,344667.0,344667.0
1010,1997,Liechtenstein,0.0,104054.0,104054.0
999,1996,United States,0.0,4595800488.0,4595800488.0
990,1996,Japan,0.0,3905453074.0,3905453074.0
998,1996,United Kingdom,0.0,934520515.0,934520515.0
988,1996,Germany,0.0,474378180.0,474378180.0
992,1996,Netherlands,0.0,328972856.0,328972856.0
987,1996,France,0.0,310518112.0,310518112.0
985,1996,Denmark,0.0,244013860.0,244013860.0
984,1996,Canada,0.0,240599471.0,240599471.0
996,1996,Sweden,0.0,142391886.0,142391886.0
982,1996,Australia,0.0,80468022.0,80468022.0
993,1996,Norway,0.0,66497399.0,66497399.0
997,1996,Switzerland,0.0,63515858.0,63515858.0
